State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Uttar Pradesh,FATEHPUR,2008,Kharif,Moong(Green Gram),558.0,207.0,0.3709677419354839
Uttar Pradesh,FATEHPUR,2008,Kharif,Rice,79122.0,182139.0,2.302001971638735
Uttar Pradesh,FATEHPUR,2008,Kharif,Sannhamp,42.0,13.0,0.30952380952380953
Uttar Pradesh,FATEHPUR,2008,Kharif,Sesamum,3209.0,366.0,0.11405422249922094
Uttar Pradesh,FATEHPUR,2008,Kharif,Sugarcane,6450.0,356515.0,55.27364341085271
Uttar Pradesh,FATEHPUR,2008,Kharif,Sweet potato,1545.0,18976.0,12.28220064724919
Uttar Pradesh,FATEHPUR,2008,Kharif,Urad,6752.0,3207.0,0.4749703791469194
Uttar Pradesh,FATEHPUR,2008,Rabi,Barley,4379.0,3727.0,0.8511075588033797
Uttar Pradesh,FATEHPUR,2008,Rabi,Coriander,447.0,267.0,0.5973154362416108
Uttar Pradesh,FATEHPUR,2008,Rabi,Garlic,398.0,2344.0,5.889447236180905
Uttar Pradesh,FATEHPUR,2008,Rabi,Gram,45523.0,54824.0,1.2043143026601937
Uttar Pradesh,FATEHPUR,2008,Rabi,Linseed,177.0,54.0,0.3050847457627119
Uttar Pradesh,FATEHPUR,2008,Rabi,Maize,30.0,79.0,2.6333333333333333
Uttar Pradesh,FATEHPUR,2008,Rabi,Masoor,1048.0,835.0,0.7967557251908397
Uttar Pradesh,FATEHPUR,2008,Rabi,Onion,881.0,10327.0,11.721906923950057
Uttar Pradesh,FATEHPUR,2008,Rabi,Peas & beans (Pulses),1561.0,1284.0,0.8225496476617553
Uttar Pradesh,FATEHPUR,2008,Rabi,Potato,5093.0,94394.0,18.53406636559984
Uttar Pradesh,FATEHPUR,2008,Rabi,Rapeseed &Mustard,15144.0,13534.0,0.8936872688853671
Uttar Pradesh,FATEHPUR,2008,Rabi,Wheat,156740.0,454552.0,2.9000382799540643
Uttar Pradesh,FATEHPUR,2008,Summer,Banana,133.0,5068.0,38.10526315789474
Uttar Pradesh,FATEHPUR,2008,Summer,Maize,12.0,18.0,1.5
Uttar Pradesh,FATEHPUR,2008,Summer,Moong(Green Gram),2223.0,1759.0,0.7912730544309492
Uttar Pradesh,FATEHPUR,2008,Summer,Sunflower,7.0,13.0,1.8571428571428572
Uttar Pradesh,FATEHPUR,2008,Summer,Tobacco,13.0,29.0,2.230769230769231
Uttar Pradesh,FATEHPUR,2008,Summer,Urad,484.0,290.0,0.5991735537190083
Uttar Pradesh,FATEHPUR,2009,Kharif,Arhar/Tur,17031.0,7790.0,0.4574012095590394
Uttar Pradesh,FATEHPUR,2009,Kharif,Bajra,7528.0,6975.0,0.9265409139213603
Uttar Pradesh,FATEHPUR,2009,Kharif,Dry chillies,2098.0,1848.0,0.880838894184938
Uttar Pradesh,FATEHPUR,2009,Kharif,Dry ginger,1.0,3.0,3.0
Uttar Pradesh,FATEHPUR,2009,Kharif,Groundnut,140.0,94.0,0.6714285714285714
Uttar Pradesh,FATEHPUR,2009,Kharif,Guar seed,5.0,4.0,0.8
Uttar Pradesh,FATEHPUR,2009,Kharif,Jowar,8000.0,11601.0,1.450125
Uttar Pradesh,FATEHPUR,2009,Kharif,Maize,382.0,556.0,1.455497382198953
Uttar Pradesh,FATEHPUR,2009,Kharif,Moong(Green Gram),640.0,95.0,0.1484375
Uttar Pradesh,FATEHPUR,2009,Kharif,Rice,61678.0,133410.0,2.163007879632932
Uttar Pradesh,FATEHPUR,2009,Kharif,Sannhamp,53.0,10.0,0.18867924528301888
Uttar Pradesh,FATEHPUR,2009,Kharif,Sesamum,6817.0,723.0,0.10605838345313187
Uttar Pradesh,FATEHPUR,2009,Kharif,Sugarcane,5968.0,259883.0,43.54607908847185
Uttar Pradesh,FATEHPUR,2009,Kharif,Sweet potato,1541.0,20957.0,13.599610642439973
Uttar Pradesh,FATEHPUR,2009,Kharif,Urad,5271.0,1866.0,0.35401252134319866
Uttar Pradesh,FATEHPUR,2009,Rabi,Barley,4552.0,3519.0,0.7730667838312829
Uttar Pradesh,FATEHPUR,2009,Rabi,Coriander,469.0,267.0,0.5692963752665245
Uttar Pradesh,FATEHPUR,2009,Rabi,Garlic,611.0,3246.0,5.312602291325695
Uttar Pradesh,FATEHPUR,2009,Rabi,Gram,46712.0,45246.0,0.96861620140435
Uttar Pradesh,FATEHPUR,2009,Rabi,Linseed,604.0,204.0,0.33774834437086093
Uttar Pradesh,FATEHPUR,2009,Rabi,Masoor,1461.0,1106.0,0.757015742642026
Uttar Pradesh,FATEHPUR,2009,Rabi,Onion,1087.0,20343.0,18.7148114075437
Uttar Pradesh,FATEHPUR,2009,Rabi,Peas & beans (Pulses),1499.0,1228.0,0.819212808539026
Uttar Pradesh,FATEHPUR,2009,Rabi,Potato,7625.0,185882.0,24.377967213114754
Uttar Pradesh,FATEHPUR,2009,Rabi,Rapeseed &Mustard,15927.0,14717.0,0.9240283794813838
Uttar Pradesh,FATEHPUR,2009,Rabi,Turmeric,32.0,106.0,3.3125
Uttar Pradesh,FATEHPUR,2009,Rabi,Wheat,161632.0,442702.0,2.7389502078796277
Uttar Pradesh,FATEHPUR,2009,Summer,Banana,149.0,6127.0,41.12080536912752
Uttar Pradesh,FATEHPUR,2009,Summer,Maize,4.0,6.0,1.5
Uttar Pradesh,FATEHPUR,2009,Summer,Moong(Green Gram),3368.0,2354.0,0.6989311163895487
Uttar Pradesh,FATEHPUR,2009,Summer,Onion,109.0,1514.0,13.889908256880734
Uttar Pradesh,FATEHPUR,2009,Summer,Sunflower,22.0,48.0,2.1818181818181817
Uttar Pradesh,FATEHPUR,2009,Summer,Urad,514.0,290.0,0.5642023346303502
Uttar Pradesh,FATEHPUR,2010,Kharif,Arhar/Tur,21503.0,20506.0,0.9536343765986142
Uttar Pradesh,FATEHPUR,2010,Kharif,Bajra,9244.0,9350.0,1.0114668974469927
Uttar Pradesh,FATEHPUR,2010,Kharif,Dry chillies,2052.0,1795.0,0.8747563352826511
Uttar Pradesh,FATEHPUR,2010,Kharif,Groundnut,333.0,329.0,0.987987987987988
Uttar Pradesh,FATEHPUR,2010,Kharif,Guar seed,4.0,3.0,0.75
Uttar Pradesh,FATEHPUR,2010,Kharif,Jowar,10619.0,15481.0,1.4578585554195311
Uttar Pradesh,FATEHPUR,2010,Kharif,Maize,288.0,507.0,1.7604166666666667
Uttar Pradesh,FATEHPUR,2010,Kharif,Moong(Green Gram),876.0,412.0,0.4703196347031963
Uttar Pradesh,FATEHPUR,2010,Kharif,Rice,63527.0,134105.0,2.1109921765548507
Uttar Pradesh,FATEHPUR,2010,Kharif,Sannhamp,15.0,5.0,0.3333333333333333
Uttar Pradesh,FATEHPUR,2010,Kharif,Sesamum,10388.0,2119.0,0.20398536773199846
Uttar Pradesh,FATEHPUR,2010,Kharif,Soyabean,2.0,2.0,1.0
Uttar Pradesh,FATEHPUR,2010,Kharif,Sugarcane,5940.0,346546.0,58.34107744107744
Uttar Pradesh,FATEHPUR,2010,Kharif,Sweet potato,698.0,8596.0,12.315186246418339
Uttar Pradesh,FATEHPUR,2010,Kharif,Urad,7586.0,4794.0,0.631953598734511
Uttar Pradesh,FATEHPUR,2010,Rabi,Barley,4451.0,5333.0,1.1981577173668838
Uttar Pradesh,FATEHPUR,2010,Rabi,Gram,45169.0,52357.0,1.1591356904071377
Uttar Pradesh,FATEHPUR,2010,Rabi,Linseed,211.0,122.0,0.5781990521327014
Uttar Pradesh,FATEHPUR,2010,Rabi,Maize,1.0,3.0,3.0
Uttar Pradesh,FATEHPUR,2010,Rabi,Masoor,986.0,609.0,0.6176470588235294
Uttar Pradesh,FATEHPUR,2010,Rabi,Onion,1110.0,20433.0,18.40810810810811
Uttar Pradesh,FATEHPUR,2010,Rabi,Peas & beans (Pulses),1576.0,1424.0,0.9035532994923858
Uttar Pradesh,FATEHPUR,2010,Rabi,Potato,8193.0,176920.0,21.59404369583791
Uttar Pradesh,FATEHPUR,2010,Rabi,Rapeseed &Mustard,14991.0,14114.0,0.9414982322726969
Uttar Pradesh,FATEHPUR,2010,Rabi,Turmeric,31.0,97.0,3.129032258064516
Uttar Pradesh,FATEHPUR,2010,Rabi,Wheat,163606.0,535491.0,3.27305233304402
Uttar Pradesh,FATEHPUR,2010,Summer,Moong(Green Gram),3835.0,3557.0,0.927509778357236
Uttar Pradesh,FATEHPUR,2010,Summer,Urad,461.0,419.0,0.9088937093275488
Uttar Pradesh,FATEHPUR,2011,Kharif,Arhar/Tur,18283.0,19231.0,1.0518514466991193
Uttar Pradesh,FATEHPUR,2011,Kharif,Bajra,7023.0,7182.0,1.0226398974797095
Uttar Pradesh,FATEHPUR,2011,Kharif,Dry chillies,2301.0,1910.0,0.8300738809213386
Uttar Pradesh,FATEHPUR,2011,Kharif,Groundnut,297.0,297.0,1.0
Uttar Pradesh,FATEHPUR,2011,Kharif,Guar seed,4.0,3.0,0.75
Uttar Pradesh,FATEHPUR,2011,Kharif,Jowar,9212.0,15643.0,1.69811115935736
Uttar Pradesh,FATEHPUR,2011,Kharif,Maize,251.0,251.0,1.0
Uttar Pradesh,FATEHPUR,2011,Kharif,Moong(Green Gram),876.0,371.0,0.4235159817351598
Uttar Pradesh,FATEHPUR,2011,Kharif,Rice,77736.0,182446.0,2.346994957291345
Uttar Pradesh,FATEHPUR,2011,Kharif,Sannhamp,36.0,10.0,0.2777777777777778
Uttar Pradesh,FATEHPUR,2011,Kharif,Sesamum,10883.0,2797.0,0.25700634016355783
Uttar Pradesh,FATEHPUR,2011,Kharif,Sugarcane,6428.0,359165.0,55.875077784691975
Uttar Pradesh,FATEHPUR,2011,Kharif,Sweet potato,1198.0,15567.0,12.99415692821369
Uttar Pradesh,FATEHPUR,2011,Kharif,Urad,7103.0,4525.0,0.6370547655920034
Uttar Pradesh,FATEHPUR,2011,Rabi,Barley,4052.0,3958.0,0.9768015794669299
Uttar Pradesh,FATEHPUR,2011,Rabi,Coriander,485.0,269.0,0.554639175257732
Uttar Pradesh,FATEHPUR,2011,Rabi,Garlic,819.0,4232.0,5.167277167277168
Uttar Pradesh,FATEHPUR,2011,Rabi,Gram,42921.0,57018.0,1.3284406234710282
Uttar Pradesh,FATEHPUR,2011,Rabi,Linseed,143.0,63.0,0.4405594405594406
Uttar Pradesh,FATEHPUR,2011,Rabi,Maize,8.0,19.0,2.375
Uttar Pradesh,FATEHPUR,2011,Rabi,Masoor,1233.0,899.0,0.7291159772911597
Uttar Pradesh,FATEHPUR,2011,Rabi,Onion,1194.0,27313.0,22.875209380234505
Uttar Pradesh,FATEHPUR,2011,Rabi,Peas & beans (Pulses),1673.0,1970.0,1.177525403466826
Uttar Pradesh,FATEHPUR,2011,Rabi,Potato,8448.0,184876.0,21.88399621212121
Uttar Pradesh,FATEHPUR,2011,Rabi,Rapeseed &Mustard,14989.0,14150.0,0.9440256187871106
Uttar Pradesh,FATEHPUR,2011,Rabi,Turmeric,34.0,96.0,2.823529411764706
Uttar Pradesh,FATEHPUR,2011,Rabi,Wheat,169259.0,554352.0,3.275170005730862
Uttar Pradesh,FATEHPUR,2011,Summer,Maize,12.0,20.0,1.6666666666666667
Uttar Pradesh,FATEHPUR,2011,Summer,Moong(Green Gram),3481.0,3618.0,1.0393565067509336
Uttar Pradesh,FATEHPUR,2011,Summer,Onion,108.0,1170.0,10.833333333333334
Uttar Pradesh,FATEHPUR,2011,Summer,Sunflower,2.0,3.0,1.5
Uttar Pradesh,FATEHPUR,2011,Summer,Tobacco,4.0,12.0,3.0
Uttar Pradesh,FATEHPUR,2011,Summer,Urad,477.0,459.0,0.9622641509433962
Uttar Pradesh,FATEHPUR,2012,Kharif,Arhar/Tur,19164.0,18650.0,0.9731788770611564
Uttar Pradesh,FATEHPUR,2012,Kharif,Bajra,6994.0,8964.0,1.281670002859594
Uttar Pradesh,FATEHPUR,2012,Kharif,Dry chillies,2401.0,1929.0,0.8034152436484798
Uttar Pradesh,FATEHPUR,2012,Kharif,Groundnut,276.0,296.0,1.0724637681159421
Uttar Pradesh,FATEHPUR,2012,Kharif,Guar seed,55.0,45.0,0.8181818181818182
Uttar Pradesh,FATEHPUR,2012,Kharif,Jowar,9509.0,15060.0,1.5837627510779262
Uttar Pradesh,FATEHPUR,2012,Kharif,Maize,297.0,339.0,1.1414141414141414
Uttar Pradesh,FATEHPUR,2012,Kharif,Moong(Green Gram),937.0,475.0,0.5069370330843116
Uttar Pradesh,FATEHPUR,2012,Kharif,Rice,77164.0,189515.0,2.456002799232803
Uttar Pradesh,FATEHPUR,2012,Kharif,Sannhamp,22.0,8.0,0.36363636363636365
Uttar Pradesh,FATEHPUR,2012,Kharif,Sesamum,10189.0,2017.0,0.19795858278535675
Uttar Pradesh,FATEHPUR,2012,Kharif,Sugarcane,6676.0,408151.0,61.13705811863391
Uttar Pradesh,FATEHPUR,2012,Kharif,Sweet potato,1318.0,17064.0,12.946889226100152
Uttar Pradesh,FATEHPUR,2012,Kharif,Urad,6970.0,4614.0,0.6619799139167862
Uttar Pradesh,FATEHPUR,2012,Rabi,Barley,3474.0,9574.0,2.7559009786989064
Uttar Pradesh,FATEHPUR,2012,Rabi,Coriander,837.0,453.0,0.5412186379928315
Uttar Pradesh,FATEHPUR,2012,Rabi,Garlic,951.0,4940.0,5.19453207150368
Uttar Pradesh,FATEHPUR,2012,Rabi,Gram,43377.0,54161.0,1.2486110150540608
Uttar Pradesh,FATEHPUR,2012,Rabi,Linseed,111.0,67.0,0.6036036036036037
Uttar Pradesh,FATEHPUR,2012,Rabi,Masoor,1017.0,881.0,0.8662733529990168
Uttar Pradesh,FATEHPUR,2012,Rabi,Onion,1498.0,34459.0,23.003337783711615
Uttar Pradesh,FATEHPUR,2012,Rabi,Peas & beans (Pulses),1463.0,1565.0,1.0697197539302803
Uttar Pradesh,FATEHPUR,2012,Rabi,Potato,8142.0,177903.0,21.850036845983787
Uttar Pradesh,FATEHPUR,2012,Rabi,Rapeseed &Mustard,15623.0,16017.0,1.0252192280611918
Uttar Pradesh,FATEHPUR,2012,Rabi,Turmeric,62.0,175.0,2.8225806451612905
Uttar Pradesh,FATEHPUR,2012,Rabi,Wheat,170681.0,560591.0,3.2844370492321935
Uttar Pradesh,FATEHPUR,2012,Summer,Banana,350.0,15629.0,44.65428571428571
Uttar Pradesh,FATEHPUR,2012,Summer,Maize,82.0,151.0,1.8414634146341464
Uttar Pradesh,FATEHPUR,2012,Summer,Moong(Green Gram),3616.0,3432.0,0.9491150442477876
Uttar Pradesh,FATEHPUR,2012,Summer,Onion,76.0,827.0,10.881578947368421
Uttar Pradesh,FATEHPUR,2012,Summer,Sunflower,3.0,2.0,0.6666666666666666
Uttar Pradesh,FATEHPUR,2012,Summer,Urad,546.0,423.0,0.7747252747252747
Uttar Pradesh,FATEHPUR,2013,Kharif,Arhar/Tur,16238.0,14554.0,0.8962926468776943
Uttar Pradesh,FATEHPUR,2013,Kharif,Bajra,6478.0,6211.0,0.9587835751775239
Uttar Pradesh,FATEHPUR,2013,Kharif,Dry chillies,2402.0,1939.0,0.8072439633638634
Uttar Pradesh,FATEHPUR,2013,Kharif,Groundnut,255.0,228.0,0.8941176470588236
Uttar Pradesh,FATEHPUR,2013,Kharif,Guar seed,18.0,15.0,0.8333333333333334
Uttar Pradesh,FATEHPUR,2013,Kharif,Jowar,8091.0,11385.0,1.407119021134594
Uttar Pradesh,FATEHPUR,2013,Kharif,Maize,230.0,249.0,1.0826086956521739
Uttar Pradesh,FATEHPUR,2013,Kharif,Moong(Green Gram),727.0,233.0,0.3204951856946355
Uttar Pradesh,FATEHPUR,2013,Kharif,Rice,86459.0,225226.0,2.605003527683642
Uttar Pradesh,FATEHPUR,2013,Kharif,Sannhamp,24.0,7.0,0.2916666666666667
Uttar Pradesh,FATEHPUR,2013,Kharif,Sesamum,8258.0,1412.0,0.17098571082586583
Uttar Pradesh,FATEHPUR,2013,Kharif,Sugarcane,7357.0,501961.0,68.22903357346745
Uttar Pradesh,FATEHPUR,2013,Kharif,Sweet potato,1157.0,15290.0,13.215211754537597
Uttar Pradesh,FATEHPUR,2013,Kharif,Urad,6340.0,3620.0,0.5709779179810726
Uttar Pradesh,FATEHPUR,2013,Rabi,Barley,3406.0,11411.0,3.350264239577217
Uttar Pradesh,FATEHPUR,2013,Rabi,Coriander,877.0,480.0,0.5473204104903079
Uttar Pradesh,FATEHPUR,2013,Rabi,Garlic,1009.0,5912.0,5.8592666005946485
Uttar Pradesh,FATEHPUR,2013,Rabi,Gram,41687.0,18128.0,0.43485978842324946
Uttar Pradesh,FATEHPUR,2013,Rabi,Linseed,135.0,47.0,0.34814814814814815
Uttar Pradesh,FATEHPUR,2013,Rabi,Maize,15.0,53.0,3.533333333333333
Uttar Pradesh,FATEHPUR,2013,Rabi,Masoor,894.0,476.0,0.5324384787472036
Uttar Pradesh,FATEHPUR,2013,Rabi,Onion,1146.0,23307.0,20.337696335078533
Uttar Pradesh,FATEHPUR,2013,Rabi,Peas & beans (Pulses),1396.0,1480.0,1.0601719197707737
Uttar Pradesh,FATEHPUR,2013,Rabi,Potato,8709.0,175321.0,20.131013893673213
Uttar Pradesh,FATEHPUR,2013,Rabi,Rapeseed &Mustard,15660.0,11145.0,0.7116858237547893
Uttar Pradesh,FATEHPUR,2013,Rabi,Turmeric,68.0,197.0,2.8970588235294117
Uttar Pradesh,FATEHPUR,2013,Rabi,Wheat,174453.0,595895.0,3.4157910726671368
Uttar Pradesh,FATEHPUR,2013,Summer,Banana,410.0,17852.0,43.541463414634144
Uttar Pradesh,FATEHPUR,2013,Summer,Maize,10.0,18.0,1.8
Uttar Pradesh,FATEHPUR,2013,Summer,Moong(Green Gram),4745.0,2652.0,0.5589041095890411
Uttar Pradesh,FATEHPUR,2013,Summer,Onion,30.0,404.0,13.466666666666667
Uttar Pradesh,FATEHPUR,2013,Summer,Sunflower,3.0,5.0,1.6666666666666667
Uttar Pradesh,FATEHPUR,2013,Summer,Tobacco,3.0,9.0,3.0
Uttar Pradesh,FATEHPUR,2013,Summer,Urad,555.0,323.0,0.581981981981982
Uttar Pradesh,FATEHPUR,2014,Kharif,Arhar/Tur,16633.0,3325.0,0.19990380568748872
Uttar Pradesh,FATEHPUR,2014,Kharif,Bajra,5161.0,3939.0,0.7632241813602015
Uttar Pradesh,FATEHPUR,2014,Kharif,Dry chillies,2405.0,1983.0,0.8245322245322245
Uttar Pradesh,FATEHPUR,2014,Kharif,Groundnut,209.0,181.0,0.8660287081339713
Uttar Pradesh,FATEHPUR,2014,Kharif,Guar seed,3.0,3.0,1.0
Uttar Pradesh,FATEHPUR,2014,Kharif,Jowar,8214.0,5050.0,0.6148039931823716
Uttar Pradesh,FATEHPUR,2014,Kharif,Maize,227.0,404.0,1.7797356828193833
Uttar Pradesh,FATEHPUR,2014,Kharif,Moong(Green Gram),833.0,267.0,0.3205282112845138
Uttar Pradesh,FATEHPUR,2014,Kharif,Rice,80702.0,157046.0,1.9459988600034694
Uttar Pradesh,FATEHPUR,2014,Kharif,Sannhamp,25.0,10.0,0.4
Uttar Pradesh,FATEHPUR,2014,Kharif,Sesamum,10049.0,1799.0,0.17902278833714796
Uttar Pradesh,FATEHPUR,2014,Kharif,Sugarcane,7882.0,518486.0,65.78102004567369
Uttar Pradesh,FATEHPUR,2014,Kharif,Sweet potato,1153.0,14283.0,12.387684301821336
Uttar Pradesh,FATEHPUR,2014,Kharif,Urad,10863.0,3943.0,0.3629752370431741
Uttar Pradesh,FATEHPUR,2014,Rabi,Barley,3587.0,5222.0,1.455812656816281
Uttar Pradesh,FATEHPUR,2014,Rabi,Coriander,631.0,306.0,0.4849445324881141
Uttar Pradesh,FATEHPUR,2014,Rabi,Garlic,817.0,4732.0,5.791921664626683
Uttar Pradesh,FATEHPUR,2014,Rabi,Gram,41942.0,7657.0,0.1825616327309141
Uttar Pradesh,FATEHPUR,2014,Rabi,Linseed,120.0,69.0,0.575
Uttar Pradesh,FATEHPUR,2014,Rabi,Maize,49.0,117.0,2.3877551020408165
Uttar Pradesh,FATEHPUR,2014,Rabi,Masoor,807.0,129.0,0.15985130111524162
Uttar Pradesh,FATEHPUR,2014,Rabi,Onion,925.0,14152.0,15.29945945945946
Uttar Pradesh,FATEHPUR,2014,Rabi,Peas & beans (Pulses),2481.0,1813.0,0.7307537283353487
Uttar Pradesh,FATEHPUR,2014,Rabi,Potato,8784.0,126999.0,14.457991803278688
Uttar Pradesh,FATEHPUR,2014,Rabi,Rapeseed &Mustard,16818.0,9115.0,0.5419788322035914
Uttar Pradesh,FATEHPUR,2014,Rabi,Turmeric,54.0,153.0,2.8333333333333335
Uttar Pradesh,FATEHPUR,2014,Rabi,Wheat,174246.0,341436.0,1.9595055266691919
Uttar Pradesh,FATEHPUR,2014,Summer,Banana,214.0,9654.0,45.11214953271028
Uttar Pradesh,FATEHPUR,2014,Summer,Maize,5.0,9.0,1.8
Uttar Pradesh,FATEHPUR,2014,Summer,Moong(Green Gram),4144.0,2059.0,0.4968629343629344
Uttar Pradesh,FATEHPUR,2014,Summer,Onion,47.0,711.0,15.127659574468085
Uttar Pradesh,FATEHPUR,2014,Summer,Sunflower,37.0,63.0,1.7027027027027026
Uttar Pradesh,FATEHPUR,2014,Summer,Urad,561.0,125.0,0.22281639928698752
Uttar Pradesh,FIROZABAD,1997,Kharif,Arhar/Tur,1986.0,1315.0,0.662134944612286
Uttar Pradesh,FIROZABAD,1997,Kharif,Bajra,56681.0,103634.0,1.8283728233446834
Uttar Pradesh,FIROZABAD,1997,Kharif,Groundnut,3.0,2.0,0.6666666666666666
Uttar Pradesh,FIROZABAD,1997,Kharif,Jowar,224.0,125.0,0.5580357142857143
Uttar Pradesh,FIROZABAD,1997,Kharif,Maize,7691.0,17608.0,2.289429202964504
Uttar Pradesh,FIROZABAD,1997,Kharif,Moong(Green Gram),62.0,18.0,0.2903225806451613
Uttar Pradesh,FIROZABAD,1997,Kharif,Moth,11.0,6.0,0.5454545454545454
Uttar Pradesh,FIROZABAD,1997,Kharif,Rice,14013.0,31220.0,2.227931206736602
Uttar Pradesh,FIROZABAD,1997,Kharif,Sesamum,549.0,128.0,0.2331511839708561
Uttar Pradesh,FIROZABAD,1997,Kharif,Soyabean,3.0,3.0,1.0
Uttar Pradesh,FIROZABAD,1997,Kharif,Urad,378.0,200.0,0.5291005291005291
Uttar Pradesh,FIROZABAD,1997,Rabi,Barley,13199.0,38408.0,2.909917417986211
Uttar Pradesh,FIROZABAD,1997,Rabi,Gram,4080.0,4105.0,1.0061274509803921
Uttar Pradesh,FIROZABAD,1997,Rabi,Masoor,47.0,40.0,0.851063829787234
Uttar Pradesh,FIROZABAD,1997,Rabi,Peas & beans (Pulses),2339.0,3742.0,1.5998289867464728
Uttar Pradesh,FIROZABAD,1997,Rabi,Rapeseed &Mustard,26243.0,14127.0,0.5383149792325572
Uttar Pradesh,FIROZABAD,1997,Rabi,Sunflower,1103.0,954.0,0.8649138712601995
Uttar Pradesh,FIROZABAD,1997,Rabi,Wheat,91897.0,245553.0,2.6720458774497535
Uttar Pradesh,FIROZABAD,1997,Summer,Maize,259.0,409.0,1.579150579150579
Uttar Pradesh,FIROZABAD,1997,Summer,Moong(Green Gram),4077.0,1425.0,0.34952170713760117
Uttar Pradesh,FIROZABAD,1997,Summer,Urad,599.0,271.0,0.4524207011686144
Uttar Pradesh,FIROZABAD,1997,Whole Year,Potato,16677.0,357355.0,21.428014630928825
Uttar Pradesh,FIROZABAD,1997,Whole Year,Sugarcane,192.0,5529.0,28.796875
Uttar Pradesh,FIROZABAD,1998,Kharif,Arhar/Tur,1890.0,1279.0,0.6767195767195767
Uttar Pradesh,FIROZABAD,1998,Kharif,Bajra,54473.0,77716.0,1.4266884511592899
Uttar Pradesh,FIROZABAD,1998,Kharif,Groundnut,2.0,2.0,1.0
Uttar Pradesh,FIROZABAD,1998,Kharif,Jowar,222.0,81.0,0.36486486486486486
Uttar Pradesh,FIROZABAD,1998,Kharif,Maize,7771.0,8867.0,1.1410371895508944
Uttar Pradesh,FIROZABAD,1998,Kharif,Moong(Green Gram),128.0,28.0,0.21875
Uttar Pradesh,FIROZABAD,1998,Kharif,Rice,19291.0,35053.0,1.8170649525685554
Uttar Pradesh,FIROZABAD,1998,Kharif,Sesamum,390.0,71.0,0.18205128205128204
Uttar Pradesh,FIROZABAD,1998,Kharif,Soyabean,3.0,1.0,0.3333333333333333
Uttar Pradesh,FIROZABAD,1998,Kharif,Urad,424.0,114.0,0.2688679245283019
Uttar Pradesh,FIROZABAD,1998,Rabi,Barley,13829.0,41318.0,2.987779304360402
Uttar Pradesh,FIROZABAD,1998,Rabi,Gram,3416.0,3327.0,0.9739461358313818
Uttar Pradesh,FIROZABAD,1998,Rabi,Linseed,4.0,1.0,0.25
Uttar Pradesh,FIROZABAD,1998,Rabi,Masoor,84.0,61.0,0.7261904761904762
Uttar Pradesh,FIROZABAD,1998,Rabi,Peas & beans (Pulses),3622.0,4955.0,1.3680287134180011
Uttar Pradesh,FIROZABAD,1998,Rabi,Rapeseed &Mustard,21121.0,19484.0,0.9224942000852232
Uttar Pradesh,FIROZABAD,1998,Rabi,Sunflower,1329.0,1672.0,1.2580887885628291
Uttar Pradesh,FIROZABAD,1998,Rabi,Wheat,97789.0,281877.0,2.882502121915553
Uttar Pradesh,FIROZABAD,1998,Summer,Maize,186.0,189.0,1.0161290322580645
Uttar Pradesh,FIROZABAD,1998,Summer,Moong(Green Gram),3672.0,944.0,0.2570806100217865
Uttar Pradesh,FIROZABAD,1998,Summer,Urad,690.0,349.0,0.5057971014492754
Uttar Pradesh,FIROZABAD,1998,Whole Year,Onion,253.0,3055.0,12.075098814229248
Uttar Pradesh,FIROZABAD,1998,Whole Year,Potato,20125.0,573321.0,28.488
Uttar Pradesh,FIROZABAD,1998,Whole Year,Sugarcane,198.0,5780.0,29.19191919191919
Uttar Pradesh,FIROZABAD,1998,Whole Year,Tobacco,36.0,246.0,6.833333333333333
Uttar Pradesh,FIROZABAD,1999,Kharif,Arhar/Tur,1597.0,1139.0,0.7132122730118973
Uttar Pradesh,FIROZABAD,1999,Kharif,Bajra,59222.0,92593.0,1.5634899192867515
Uttar Pradesh,FIROZABAD,1999,Kharif,Cotton(lint),15.0,12.0,0.8
Uttar Pradesh,FIROZABAD,1999,Kharif,Groundnut,2.0,2.0,1.0
Uttar Pradesh,FIROZABAD,1999,Kharif,Jowar,403.0,318.0,0.7890818858560794
Uttar Pradesh,FIROZABAD,1999,Kharif,Maize,7444.0,10587.0,1.4222192369693714
Uttar Pradesh,FIROZABAD,1999,Kharif,Moong(Green Gram),57.0,16.0,0.2807017543859649
Uttar Pradesh,FIROZABAD,1999,Kharif,Rice,20570.0,34018.0,1.65376762275158
Uttar Pradesh,FIROZABAD,1999,Kharif,Sunflower,534.0,456.0,0.8539325842696629
Uttar Pradesh,FIROZABAD,1999,Kharif,Urad,497.0,206.0,0.41448692152917505
Uttar Pradesh,FIROZABAD,1999,Rabi,Barley,12436.0,40505.0,3.2570762302991314
Uttar Pradesh,FIROZABAD,1999,Rabi,Gram,2555.0,2876.0,1.1256360078277887
Uttar Pradesh,FIROZABAD,1999,Rabi,Linseed,6.0,3.0,0.5
Uttar Pradesh,FIROZABAD,1999,Rabi,Maize,193.0,280.0,1.450777202072539
Uttar Pradesh,FIROZABAD,1999,Rabi,Rapeseed &Mustard,16415.0,24631.0,1.5005178190679256
Uttar Pradesh,FIROZABAD,1999,Rabi,Wheat,100733.0,320940.0,3.1860462807620142
Uttar Pradesh,FIROZABAD,1999,Summer,Moong(Green Gram),3287.0,1463.0,0.44508670520231214
Uttar Pradesh,FIROZABAD,1999,Summer,Urad,882.0,455.0,0.5158730158730159
